數據集編號,數據集名稱（繁體）,數據集名稱（簡體）,數據集名稱（葡文）,數據集名稱（英文）,摘要（繁體）,摘要（簡體）,摘要（葡文）,摘要（英文）,數據分類（繁體）,數據分類（簡體）,數據分類（葡文）,數據分類（英文）,開放條件,數據格式,是否地理空間數據,提供部門/實體（繁體）,提供部門/實體（簡體）,提供部門/實體（葡文）,提供部門/實體（英文）,提供部門/實體聯絡電話,提供部門/實體聯絡電郵,目録API,更新頻率,下載次數,瀏覽次數,最後更新時間,首次發佈時間
056701e2-8b7e-450e-85d4-a8398ec88819,年度社會保障制度疾病津貼受領人次及金額(澳門元),年度社会保障制度疾病津贴受领人次及金额(澳门元),Número de vezes e montante (em patacas) de recebimento do subsídio de doença do regime da segurança social por ano,,以年度方式提供在相關曆年內，疾病津貼的受領人次及金額,以年度方式提供在相关历年内，疾病津贴的受领人次及金额,Prestação anual do número de vezes e montante de recebimento do subsídio de doença durante o respectivo ano civil.,,社會保障   ,社会保障   ,Segurança Social   ,,完全開放,"XLS,XLSX",否,社會保障基金,社会保障基金,Fundo de Segurança Social,,2853 2850,at@fss.gov.mo,https://api.data.gov.mo/document/download/056701e2-8b7e-450e-85d4-a8398ec88819?token=null&isNeedFile=0&lang=TC,每年,10,16,2023-04-20 15:46:16,2022-04-27 17:14:27
12d42ec3-6d61-4daf-b713-eecbfcff5daa,智能回收機,智能回收机,Máquina de reciclagem inteligente,,智能回收機,智能回收机,Máquina de reciclagem inteligente,,城市環境   ,城市环境   ,Ambiente Urbano   ,,完全開放,JSON,否,環境保護局,环境保护局,Direcção dos Serviços de Protecção Ambiental,,+853 2872 5134,info@dspa.gov.mo,https://api.data.gov.mo/document/download/12d42ec3-6d61-4daf-b713-eecbfcff5daa?token=null&isNeedFile=0&lang=TC,每月,0,16,2023-07-04 11:22:21,2023-07-04 11:22:20
1d20b79b-cdc7-4e57-8976-f04452a87878,移走送予交通事務局處置車輛,移走送予交通事务局处置车辆,Veículo a cancelar e reverte para o DSAT,,移走送予交通事務局處置車輛,移走送予交通事务局处置车辆,Veículo a cancelar e reverte para o DSAT,,公共交通   ,公共交通   ,Transportes Públicos   ,,完全開放,XLSX,否,交通事務局,交通事务局,Direcção dos Serviços para os Assuntos de Tráfego,,88666363,info@dsat.gov.mo,https://api.data.gov.mo/document/download/1d20b79b-cdc7-4e57-8976-f04452a87878?token=null&isNeedFile=0&lang=TC,每季,8,16,2022-09-01 01:00:15,2021-12-30 16:49:04
282d4274-7779-47e4-98f0-272260508bff,警訊,警訊,Revista de Polícia,,警訊,警訊,Revista de Polícia,,公共安全及出入境   ,公共安全及出入境   ,Segurança Pública e Migração   ,,完全開放,XLSX,否,治安警察局,治安警察局,CPSP,,CPSP/87905437,ksleung@fsm.gov.mo,https://api.data.gov.mo/document/download/282d4274-7779-47e4-98f0-272260508bff?token=null&isNeedFile=0&lang=TC,每年,11,16,2023-06-13 15:33:49,2023-06-13 15:33:49
2b64d02d-a28b-496d-8ece-d740ce7efa00,年度新增強制性制度新登錄受益人數目,年度新增强制性制度新登录受益人数目,Número de novos beneficiários inscritos no regime obrigatório por ano,,以年度方式提供在相關曆年內，新登錄成為強制性制度受益人的數目。,以年度方式提供在相关历年内，新登录成为强制性制度受益人的数目。,A prestação anual do número de novos beneficiários inscritos no regime obrigatório durante o respectivo ano.,,社會保障   ,社会保障   ,Segurança Social   ,,完全開放,"XLS,XLSX",否,社會保障基金,社会保障基金,Fundo de Segurança Social,,2853 2850,at@fss.gov.mo,https://api.data.gov.mo/document/download/2b64d02d-a28b-496d-8ece-d740ce7efa00?token=null&isNeedFile=0&lang=TC,每年,9,16,2023-04-20 17:02:07,2022-04-27 17:16:25
3be6ca82-a228-4e85-a343-1b79b360b7b4,年度新增強制性制度新註冊僱主數目,年度新增强制性制度新注册雇主数目,Número de novos empregadores matriculados no regime obrigatório por ano,,以年度方式提供在相關曆年內，新註冊成為強制性制度僱主的數目。,以年度方式提供在相关历年内，新注册成为强制性制度雇主的数目。,A prestação anual do número de novos empregadores matriculados no regime obrigatório durante o respectivo ano.,,社會保障   ,社会保障   ,Segurança Social   ,,完全開放,"XLSX,XLS",否,社會保障基金,社会保障基金,Fundo de Segurança Social,,2853 2850,at@fss.gov.mo,https://api.data.gov.mo/document/download/3be6ca82-a228-4e85-a343-1b79b360b7b4?token=null&isNeedFile=0&lang=TC,每年,7,16,2023-04-20 17:02:09,2022-04-27 17:16:31
45e797a1-0150-428a-8c4d-ec93d39b43c0,路環監獄在囚人年齡統計,路环监狱在囚人年龄统计,Estatística sobre a classe etária dos reclusos no Estabelecimento Prisional de Coloane,,路環監獄在囚人年齡統計,路环监狱在囚人年龄统计,Estatística sobre a classe etária dos reclusos no Estabelecimento Prisional de Coloane,,公共安全及出入境   ,公共安全及出入境   ,Segurança Pública e Migração   ,,完全開放,"XLS,XLSX",否,懲教管理局,懲教管理局,DSC,,28881211,info@dsc.gov.mo,https://api.data.gov.mo/document/download/45e797a1-0150-428a-8c4d-ec93d39b43c0?token=null&isNeedFile=0&lang=TC,每年,10,16,2023-01-10 17:12:41,2022-03-21 10:21:36
47f54c0e-2cf1-4737-8d8f-87190181c0f1,非高等教育各類學校和年級的學生學、雜費用 (中學 + 特教),非高等教育各类学校和年级的学生学、杂费用 (中学 + 特教),Propinas e outras despesas por tipo de escola e ano de escolaridade (Ensinos secundário e especial)(Estatística educativa não Superior),,"各類學校和年級的學生學、雜費用 (中學 + 特教)
","各类学校和年级的学生学、杂费用 (中学 + 特教)
","Propinas e outras despesas por tipo de escola e ano de escolaridade (Ensinos secundário e especial)
",,教育   ,教育   ,Educação   ,,完全開放,XLSX,否,教育及青年發展局,教育及青年发展局,Direcção dos Serviços de Educação e de Desenvolvimento da Juventude,,28555533,webmaster@dsedj.gov.mo,https://api.data.gov.mo/document/download/47f54c0e-2cf1-4737-8d8f-87190181c0f1?token=null&isNeedFile=0&lang=TC,每年,6,16,2022-12-29 18:06:52,2021-12-09 18:13:28
762594ff-dab6-47c2-8d5c-f5053d65bbb8,非法改裝車,非法改裝車,Modificação ilegal de veículos,,非法改裝車,非法改裝車,Modificação ilegal de veículos,,公共安全及出入境   ,公共安全及出入境   ,Segurança Pública e Migração   ,,完全開放,XLSX,否,治安警察局,治安警察局,CPSP,,87905437,ksleung@fsm.gov.mo,https://api.data.gov.mo/document/download/762594ff-dab6-47c2-8d5c-f5053d65bbb8?token=null&isNeedFile=0&lang=TC,每年,9,16,2023-02-01 15:10:50,2022-02-07 17:22:59
8b560057-5974-42dd-82a4-6de0f8d26da8,澳門特別行政區立法會選舉結果 – 間接選舉當選候選人,澳门特别行政区立法会选举结果 - 间接选举当选候选人,Resultado das eleições legislativas da Região Administrativa Especial de Macau – candidatos eleitos por sufrágio indirecto,,由2001年至今，澳門特別行政區立法會選舉，間接選舉當選候選人,由2001年至今，澳门特别行政区立法会选举，间接选举当选候选人,"Candidatos eleitos por sufrágio indirecto das eleições legislativas da Região Administrativa Especial de Macau, de 2001 até ao presente",,行政及法律事務   ,行政及法律事务   ,Assuntos Administrativo e Jurídico   ,,完全開放,XLSX,否,行政公職局,行政公职局,Direcção dos Serviços de Administração e Função Pública,,（853）28323623,info@safp.gov.mo,https://api.data.gov.mo/document/download/8b560057-5974-42dd-82a4-6de0f8d26da8?token=null&isNeedFile=0&lang=TC,按需要,4,16,2021-11-29 11:36:53,2021-11-29 11:36:53
8da69d81-0c94-41dc-aa0d-b08ab51238fd,黑煙車數目,黑煙車數目,Lançamento de fumo poluente,,黑煙車數目,黑煙車數目,Lançamento de fumo poluente,,公共安全及出入境   ,公共安全及出入境   ,Segurança Pública e Migração   ,,完全開放,XLSX,否,治安警察局,治安警察局,CPSP,,87905437,ksleung@fsm.gov.mo,https://api.data.gov.mo/document/download/8da69d81-0c94-41dc-aa0d-b08ab51238fd?token=null&isNeedFile=0&lang=TC,每年,6,16,2023-02-01 15:11:01,2022-02-07 17:23:49
01fc3161-00c7-4c07-9137-ecde4c87534e,屬設計階段的商業單位,属设计阶段的商业单位,Fracções comerciais em fase de projecto,,於參考期間仍處於設計階段的商業單位 (設計階段指由申請人遞交申請開始至接納動工申請批示前),于参考期间仍处于设计阶段的商业单位 (设计阶段指由申请人递交申请开始至接纳动工申请批示前),Fracções comerciais que durante o período de referência se encontram ainda em fase de projecto (fase referente ao período compreendido entre a data da apresentação do pedido de aprovação do anteprojecto de arquitectura pelo requerente e a do despacho de aprovação do pedido para início da obra).,,城市環境   創業及營商   ,城市环境   创业及营商   ,Ambiente Urbano   Empreendedorismo e Negócios   ,,完全開放,"XLSX,XLS",否,土地工務運輸局,土地工務運輸局,DSSOPT,,28722488,info@dssopt.gov.mo,https://api.data.gov.mo/document/download/01fc3161-00c7-4c07-9137-ecde4c87534e?token=null&isNeedFile=0&lang=TC,每季,3,15,2023-08-18 16:27:46,2021-09-10 16:12:32
11fc2607-5a69-4c9f-885d-431a42f414ac,行人違法過馬路,行人違法過馬路,Os peões atravessam as vias sem cumprirem as regras de trânsito,,行人違法過馬路,行人違法過馬路,Os peões atravessam as vias sem cumprirem as regras de trânsito,,公共安全及出入境   ,公共安全及出入境   ,Segurança Pública e Migração   ,,完全開放,XLSX,否,治安警察局,治安警察局,CPSP,,87905437,ksleung@fsm.gov.mo,https://api.data.gov.mo/document/download/11fc2607-5a69-4c9f-885d-431a42f414ac?token=null&isNeedFile=0&lang=TC,每年,9,15,2023-02-01 15:10:44,2022-02-07 17:23:11
198dcaab-0d87-44dd-b5a5-29f7487af02b,年度社會保障制度喪葬津貼受領人次及金額(澳門元),年度社会保障制度丧葬津贴受领人次及金额(澳门元),Número de vezes e montante (em patacas) de recebimento do subsídio de funeral do regime da segurança social por ano,,以年度方式提供在相關曆年內，喪葬津貼的受領人次及金額,以年度方式提供在相关历年内，丧葬津贴的受领人次及金额,Prestação anual do número de vezes e montante de recebimento do subsídio de funeral durante o respectivo ano civil.,,社會保障   ,社会保障   ,Segurança Social   ,,完全開放,"XLS,XLSX",否,社會保障基金,社会保障基金,Fundo de Segurança Social,,2853 2850,at@fss.gov.mo,https://api.data.gov.mo/document/download/198dcaab-0d87-44dd-b5a5-29f7487af02b?token=null&isNeedFile=0&lang=TC,每年,8,15,2023-04-20 15:46:18,2022-04-27 17:14:20
29a0e0dc-52ac-4240-b2cf-91fb6b3d1af9,屬在建至竣工階段的商業單位,属在建至竣工阶段的商业单位,Fracções comericiais que se encontram em fase de construção ou de conclusão,,於參考期間仍處於在建至竣工階段的商業單位 (在建至竣工指由接納申請人動工批示開始至獲發使用准照前),于参考期间仍处于在建至竣工阶段的商业单位 (在建至竣工指由接纳申请人动工批示开始至获发使用准照前),Fracções comerciais que se encontram em fase de construção ou de conclusão durante o período de referência (da fase de construção até à de conclusão refere-se ao período compreendido entre a data do despacho de aprovação do pedido para início da obra do requerente e a da emissão de licença de utilização).,,城市環境   創業及營商   ,城市环境   创业及营商   ,Ambiente Urbano   Empreendedorismo e Negócios   ,,完全開放,"XLS,XLSX",否,土地工務運輸局,土地工務運輸局,DSSOPT,,28722488,info@dssopt.gov.mo,https://api.data.gov.mo/document/download/29a0e0dc-52ac-4240-b2cf-91fb6b3d1af9?token=null&isNeedFile=0&lang=TC,每季,2,15,2023-08-18 16:27:47,2021-09-10 16:12:35
33e2272c-f3d6-4569-a146-c43a20cebbfc,非高等教育各學校師生比(人次數),非高等教育各学校师生比(人次数),Rácio Aluno/Pessoal docente (por FREQUÊNCIA)(Estatística educativa não Superior),,"各學校師生比(人次數)
","各学校师生比(人次数)
","Rácio Aluno/Pessoal docente (por FREQUÊNCIA)
",,教育   ,教育   ,Educação   ,,完全開放,XLSX,否,教育及青年發展局,教育及青年发展局,Direcção dos Serviços de Educação e de Desenvolvimento da Juventude,,28555533,webmaster@dsedj.gov.mo,https://api.data.gov.mo/document/download/33e2272c-f3d6-4569-a146-c43a20cebbfc?token=null&isNeedFile=0&lang=TC,每年,5,15,2022-12-29 18:06:33,2021-12-09 18:12:12
3caa5e4b-7df0-4091-b891-406c17257457,接載人車輛違規,接載人車輛違規,Irregularidades praticadas pelos taxistas,,接載人車輛違規,接載人車輛違規,Irregularidades praticadas pelos taxistas,,公共安全及出入境   ,公共安全及出入境   ,Segurança Pública e Migração   ,,完全開放,XLSX,否,治安警察局,治安警察局,CPSP,,87905437,ksleung@fsm.gov.mo,https://api.data.gov.mo/document/download/3caa5e4b-7df0-4091-b891-406c17257457?token=null&isNeedFile=0&lang=TC,每年,10,15,2023-02-01 15:10:55,2022-02-07 17:23:06
797c4260-8380-40b5-86eb-7eb1aaa2c429,違規駕駛統計,違規駕駛統計,Dirigindo ilegalmente,,違規駕駛統計,違規駕駛統計,Dirigindo ilegalmente,,公共安全及出入境   ,公共安全及出入境   ,Segurança Pública e Migração   ,,完全開放,XLSX,否,治安警察局,治安警察局,CPSP,,87905437,ksleung@fsm.gov.mo,https://api.data.gov.mo/document/download/797c4260-8380-40b5-86eb-7eb1aaa2c429?token=null&isNeedFile=0&lang=TC,每年,8,15,2023-02-01 15:11:08,2022-02-07 17:23:25
7d13efc0-0a93-4505-8deb-621734e28596,參與禁毒教育活動的數據,参与禁毒教育活动的数据,Dados Relativos àParticipação nasActividades de Formação sobre o Combate ao Vício da Droga,,禁毒教育活動的參與數據（包括活動次數及參與人數）,禁毒教育活动的参与数据（包括活动次数及参与人数）,Dados Relativos àParticipação nasActividades de Formação sobre o Combate ao Vício da Droga,,社會保障   ,社会保障   ,Segurança Social   ,,完全開放,XLSX,否,社會工作局,社會工作局,Instituto de Acção Social,,社會工作局/83997533,社會工作局/ddpp@ias.gov.mo,https://api.data.gov.mo/document/download/7d13efc0-0a93-4505-8deb-621734e28596?token=null&isNeedFile=0&lang=TC,每年,16,15,2023-03-15 16:41:46,2023-03-15 16:41:46
8fe3b6d5-10f4-42af-8c95-21589e59d6dd,季度強制性制度供款總金額（澳門元）,季度强制性制度供款总金额（澳门元）,Montante total das contribuições do regime obrigatório por trimestre (MOP),,以季度方式提供在相關季度的期間內，強制性制度供款的總收納金額。,以季度方式提供在相关季度的期间内，强制性制度供款的总收纳金额。,A prestação trimestral do montante totalmente cobrado das contribuições do regime obrigatório dentro do respectivo trimestre.,,社會保障   ,社会保障   ,Segurança Social   ,,完全開放,"XLS,XLSX",否,社會保障基金,社会保障基金,Fundo de Segurança Social,,2853 2850,at@fss.gov.mo,https://api.data.gov.mo/document/download/8fe3b6d5-10f4-42af-8c95-21589e59d6dd?token=null&isNeedFile=0&lang=TC,每季,9,15,2023-07-20 17:00:48,2021-10-20 17:00:45
9146a018-5141-432f-a9f2-fefa4539fe56,年度社會保障制度提前獲發養老金受領人數及金額(澳門元),年度社会保障制度提前获发养老金受领人数及金额(澳门元),Número de beneficiários e montante (em patacas) de recebimento da antecipação da pensão para idosos do regime da segurança social por ano,,以年度方式提供在相關曆年內，提前獲發養老金的受領人數及金額,以年度方式提供在相关历年内，提前获发养老金的受领人数及金额,Prestação anual do número de vezes e montante de recebimento da antecipação da pensão para idosos durante o respectivo ano civil,,社會保障   ,社会保障   ,Segurança Social   ,,完全開放,"XLSX,XLS",否,社會保障基金,社会保障基金,Fundo de Segurança Social,,2853 2850,at@fss.gov.mo,https://api.data.gov.mo/document/download/9146a018-5141-432f-a9f2-fefa4539fe56?token=null&isNeedFile=0&lang=TC,每年,10,15,2023-04-20 15:46:20,2022-04-27 17:14:12
